Regiune,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
Regiunea NORD-VEST,0.5731414968392459,1.4715110624909786,-0.4639803619558903,-1.3439521490250763,0.1955539276601139,0.7143446436208845,0.6635026067601809,0.02767103985459041,-1.2555852634722562,-0.9090776531962692
Regiunea CENTRU,0.8296427666942708,0.3253870928341132,-0.34590136202435096,-0.7125176640442923,0.8579778895778021,-1.9569253030608609,0.6676425201220555,-0.6407845997820196,-0.556099760751744,-1.517210805831292
Regiunea NORD-EST,0.22729290146254058,0.44198514886892265,-0.994833979790469,0.2762680334007524,-0.5279124389528367,-0.5300657779818582,-1.5112952377391466,-1.1712514879387306,-0.5996105566707602,-0.02018205335992695
Regiunea SUD-EST,-0.8898516567627373,0.5004514428378741,0.6759523309933048,-1.1586811175178036,-0.08487189865817056,-1.1114982450336144,-0.41119476694031176,0.2271883588377628,0.5524671762307898,-0.049778295856229664
Regiunea SUD-MUNTENIA,-1.1285953512813556,0.31957957956243105,-0.01941987004470491,1.8471910674538141,-1.8536600353956778,0.5412862597881354,1.1905643965133033,1.6658527562431267,1.7895241100560013,-0.17251421112146553
Regiunea BUCURESTI - ILFOV,1.8102537361345417,-1.5944192378986926,1.6787810053163317,0.24103895965708264,1.4956017550603065,0.7430616578786304,0.8623867695332706,1.2455016772192395,0.7546442557582783,2.0098359445194403
Regiunea SUD-VEST OLTENIA,-1.2485666815312013,-1.6172049354302565,-1.541821204279997,0.8918162359695336,0.753463217246792,0.7025569115017763,-1.5768593865634555,0.0018611615287176383,0.5066756432330438,0.8691254108251693
Regiunea VEST,-0.17331721155530444,0.1527098467346295,1.011223441785775,-0.04116336589401065,-0.8361524165383294,0.8972398532869071,0.11525309831410357,-1.3560389059626872,-1.1920156043833525,-0.2101983359794259
