,0,1,2,3,4,5,6,7,8,9
0,1.0695362534355721,-0.14049241136393792,0.042117171407752334,0.015145469268115039,-0.034763685879155036,-0.006682149117457088,0.0,-0.0,-0.0,0.0
1,3.660826059030966,-0.9181397882198092,0.5261714830220843,-0.05218749893603763,0.09276783251087686,0.05945765006989847,-0.0,0.0,0.0,-0.0
2,-0.08737785543704947,-0.8153537024563356,-1.0221745843089656,0.709276604537084,0.23942177877623613,0.056918204418278676,0.0,0.0,-0.0,0.0
3,-1.037473803425298,-0.7541829169531644,0.6925960339024965,0.18306192542125757,-0.00017347583981109732,-0.01723525993256945,0.0,-0.0,-0.0,-0.0
4,-0.8585799555543927,-1.5455433659939306,-0.8371332774099317,-0.5542562402402409,-0.23210377893722417,0.03802986944170385,-0.0,0.0,-0.0,0.0
5,0.5214884741492459,0.15937785224439227,-0.032760170467704644,0.246615926357421,-0.2571407805322781,-0.05565789541979076,0.0,0.0,-0.0,-0.0
6,0.03323198945085089,-0.0175454460300476,-0.03779792767852335,0.11253853576772553,-0.08671173552160714,0.004826600600925707,-0.0,-0.0,0.0,-0.0
7,1.8937134127331385,0.66075298071764,-0.757820037877985,-0.10178268657395649,0.031317966114678596,-0.05996095732516573,0.0,-0.0,-0.0,-0.0
8,-0.1701998849129717,0.16893131385266674,0.005299111039032995,0.1234053209274617,-0.29927632538946053,0.057717335750424016,0.0,-0.0,0.0,-0.0
9,0.3394952083101995,0.7197888467821077,0.06137999061833149,-0.03834325662729962,-0.012531487869798784,0.12412231306599868,-0.0,0.0,-0.0,0.0
